"304 E 77th St, New York, NY 10075, USA","304","E 77th St","New York","NY","US","10075",40.7716096,-73.9555716
"304 W 117th St, New York, NY 10026, USA","304","W 117th St","New York","NY","US","10026",40.80502500000001,-73.95540199999999
"304 E 11th St, New York, NY 10003, USA","304","E 11th St","New York","NY","US","10003",40.729935,-73.985899
"305 2nd Ave, New York, NY 10003, USA","305","2nd Ave","New York","NY","US","10003",40.73472659999999,-73.9836328
"305 E 84th St, New York, NY 10028, USA","305","E 84th St","New York","NY","US","10028",40.7765095,-73.952023
"306 Mott St, New York, NY 10012, USA","306","Mott St","New York","NY","US","10012",40.7250198,-73.9938406
"306 W 37th St, New York, NY 10018, USA","306","W 37th St","New York","NY","US","10018",40.7541547,-73.9927951
"3068 Broadway, Brooklyn, NY 11207, USA","3068","Broadway","undefined","NY","US","11207",40.677102,-73.90039039999999
"307 W 44th St, New York, NY 10036, USA","307","W 44th St","New York","NY","US","10036",40.758954,-73.98935039999999
"308 E 71st St, New York, NY 10021, USA","308","E 71st St","New York","NY","US","10021",40.76766369999999,-73.9583189
"308 E 94th St, New York, NY 10128, USA","308","E 94th St","New York","NY","US","10128",40.78246499999999,-73.94751099999999
"309 E 37th St, Brooklyn, NY 11203, USA","309","E 37th St","undefined","NY","US","11203",40.64956499999999,-73.9423599
"309 E 75th St, New York, NY 10021, USA","309","E 75th St","New York","NY","US","10021",40.7706537,-73.9562989
"309 E 83rd St, New York, NY 10028, USA","309","E 83rd St","New York","NY","US","10028",40.7757671,-73.9522848
"31 E 30th St, New York, NY 10016, USA","31","E 30th St","New York","NY","US","10016",40.7451576,-73.9840262
"31 Jane St, New York, NY 10014, USA","31","Jane St","New York","NY","US","10014",40.7382837,-74.00358489999999
"31 University Pl, New York, NY 10003, USA","31","University Pl","New York","NY","US","10003",40.7319465,-73.99432329999999

"310 E 93rd St, New York, NY 10128, USA","310","E 93rd St","New York","NY","US","10128",40.781805,-73.947887
"311 Lexington Ave, New York, NY 10016, USA","311","Lexington Ave","New York","NY","US","10016",40.7487042,-73.9777932
"311 W 54th St, New York, NY 10019, USA","311","W 54th St","New York","NY","US","10019",40.76531089999999,-73.984903
"312 E 50th St, New York, NY 10022, USA","312","E 50th St","New York","NY","US","10022",40.75443600000001,-73.9680939
"315 5th Ave, Brooklyn, NY 11215, USA","315","5th Ave","undefined","NY","US","11215",40.6728567,-73.9829652
"315 E 74th St, New York, NY 10021, USA","315","E 74th St","New York","NY","US","10021",40.7699153,-73.9564524
"316 Bleecker St, Brooklyn, NY 11237, USA","316","Bleecker St","undefined","NY","US","11237",40.700349,-73.9156859
"316 E 93rd St, New York, NY 10128, USA","316","E 93rd St","New York","NY","US","10128",40.781714,-73.9476679
"316 W 23rd St, New York, NY 10011, USA","316","W 23rd St","New York","NY","US","10011",40.7454212,-73.9992267
